FID,Id,作物,半径,备注,x,y
517,518,大豆,3, ,16932.4003906,-11278.2998047
518,519,大豆,3, ,16904.6992188,-11364.5000000
519,520,大豆,3, ,17075.5000000,-11104.2998047
520,521,大豆,3, ,16684.5000000,-10844.9003906
521,522,大豆,3, ,16591.4003906,-11195.2001953
522,523,大豆,3, ,16188.7998047,-11464.5996094
523,524,大豆,3, ,16231.9003906,-11160.5000000
524,525,大豆,3, ,16049.5000000,-11091.2001953
525,526,大豆,3, ,16307.2998047,-11005.0000000
526,527,大豆,3, ,15798.5000000,-11381.4003906
527,528,大豆,3, ,15519.0996094,-11151.2998047
528,529,大豆,3, ,15748.5000000,-11480.7001953
529,530,大豆,3, ,15864.0000000,-11551.5000000
530,531,大豆,3, ,15705.4003906,-11607.0000000
531,532,大豆,3, ,15242.7998047,-11035.7998047
532,533,大豆,3, ,15128.9003906,-11678.5996094
533,534,大豆,3, ,15040.4003906,-11681.5996094
534,535,大豆,3, ,15660.7998047,-11670.9003906
535,536,大豆,3, ,15624.5996094,-12011.0996094
536,537,大豆,3, ,15368.2998047,-12094.2001953
537,538,大豆,3, ,15201.2001953,-10831.0996094
538,539,大豆,3, ,15393.7001953,-10684.7998047
539,540,大豆,3, ,15241.2998047,-10851.9003906
540,541,大豆,3, ,15195.7998047,-10042.9003906
541,542,大豆,3, ,16989.3007813,-9319.3203125
542,543,大豆,3, ,16969.3007813,-9230.0302734
543,544,大豆,3, ,16556.6992188,-9123.7998047
544,545,大豆,3, ,16551.3007813,-9216.9404297
545,546,大豆,3, ,16474.4003906,-9410.1396484
546,547,大豆,3, ,17125.5996094,-9718.8095703
547,548,大豆,3, ,17009.3007813,-9743.4404297
548,549,大豆,3, ,16410.5000000,-8909.0498047
549,550,大豆,3, ,15761.5996094,-9260.0498047
550,551,大豆,3, ,15804.7001953,-9303.9199219
551,552,大豆,3, ,16147.2001953,-9286.9902344
552,553,大豆,3, ,16373.5000000,-8974.4804688
553,554,大豆,3, ,15598.4003906,-9507.9003906
554,555,大豆,3, ,15449.0996094,-9616.4296875
555,556,大豆,3, ,15388.2998047,-8618.8603516
556,557,大豆,3, ,15202.0000000,-8591.9199219
557,558,大豆,3, ,15226.5996094,-8675.8203125
558,559,大豆,3, ,15138.0996094,-8717.3798828
559,560,大豆,3, ,16085.7001953,-8318.6601563
560,561,大豆,3, ,16159.5996094,-8337.1396484
561,562,大豆,3, ,16314.2998047,-8179.3398438
562,563,大豆,3, ,16416.5996094,-8607.3095703
563,564,大豆,3, ,15588.4003906,-8298.6503906
564,565,大豆,3, ,15636.9003906,-7934.5600586
565,566,大豆,3, ,15686.9003906,-7987.6801758
566,567,大豆,3, ,15636.9003906,-8031.5498047
567,568,大豆,3, ,16612.9003906,-7722.8901367
568,569,大豆,3, ,16568.3007813,-7680.5498047
569,570,大豆,3, ,16352.7998047,-7762.9101563
570,571,大豆,3, ,16354.2998047,-7636.6801758
571,572,大豆,3, ,17213.3007813,-7731.3500977
572,573,大豆,3, ,17074.8007813,-8030.0097656
573,574,大豆,3, ,16752.1992188,-8281.7099609
574,575,大豆,3, ,16780.0000000,-8310.9599609
575,576,大豆,3, ,17639.0000000,-7891.4599609
576,577,大豆,3, ,17622.8007813,-7662.0800781
577,578,大豆,3, ,17399.5996094,-7475.7998047
578,579,大豆,3, ,17431.1992188,-7289.5297852
579,580,大豆,3, ,17215.5996094,-7353.4199219
580,581,大豆,3, ,18429.5000000,-7968.4301758
581,582,大豆,3, ,18489.5000000,-7769.0698242
582,583,大豆,3, ,18270.1992188,-7833.7299805
583,584,大豆,3, ,18276.3007813,-7743.6699219
584,585,大豆,3, ,18262.5000000,-7752.1401367
585,586,大豆,3, ,18113.9003906,-7630.5200195
586,587,大豆,3, ,18444.9003906,-7415.7597656
587,588,大豆,3, ,18604.1992188,-7605.1201172
588,589,大豆,3, ,19023.0000000,-7986.9101563
589,590,大豆,3, ,19202.3007813,-7643.6098633
590,591,大豆,3, ,19013.0000000,-7618.9702148
591,592,大豆,3, ,18812.8007813,-7546.6201172
592,593,大豆,3, ,18579.5996094,-7548.9301758
593,594,大豆,3, ,18473.4003906,-8025.3901367
594,595,大豆,3, ,18335.5996094,-8000.7597656
595,596,大豆,3, ,18392.5000000,-8272.4804688
596,597,大豆,3, ,18620.4003906,-8358.6904297
597,598,大豆,3, ,18768.1992188,-8334.0595703
598,599,大豆,3, ,18857.5000000,-8490.3095703
599,600,大豆,3, ,18219.4003906,-8515.7099609
600,601,大豆,3, ,18268.5996094,-8554.2001953
601,602,大豆,3, ,18600.4003906,-8742.0195313
602,603,大豆,3, ,18363.3007813,-8747.4003906
603,604,大豆,3, ,18126.1992188,-8915.9804688
604,605,大豆,3, ,18098.5000000,-9039.9003906
605,606,大豆,3, ,18035.4003906,-9047.5996094
606,607,大豆,3, ,18016.9003906,-8798.9804688
607,608,大豆,3, ,17947.5996094,-8568.8300781
608,609,大豆,3, ,17682.0996094,-8946.7597656
609,610,大豆,3, ,17891.5000000,-9048.3701172
610,611,大豆,3, ,17982.3007813,-9284.6796875
611,612,大豆,3, ,18036.1992188,-9578.7197266
612,613,大豆,3, ,18191.9003906,-10102.2001953
613,614,大豆,3, ,18799.6992188,-10186.5996094
614,615,大豆,3, ,18824.0996094,-10136.0000000
615,616,大豆,3, ,18923.5000000,-9327.4199219
616,617,大豆,3, ,20514.3007813,-9237.3798828
617,618,大豆,3, ,20534.9003906,-9393.0800781
618,619,大豆,3, ,20700.0000000,-9398.7099609
619,620,大豆,3, ,18874.6992188,-8571.4199219
620,621,大豆,3, ,19700.0996094,-9376.2001953
621,622,大豆,3, ,20488.0000000,-9695.1103516
622,623,大豆,3, ,20572.4003906,-9605.0595703
623,624,大豆,3, ,21229.0000000,-7081.9199219
624,625,大豆,3, ,21163.3007813,-7511.5097656
625,626,大豆,3, ,21221.5000000,-8320.0400391
626,627,大豆,3, ,21559.1992188,-8205.6103516
627,628,大豆,3, ,21716.6992188,-8610.8095703
628,629,大豆,3, ,21557.3007813,-8597.6796875
629,630,大豆,3, ,20908.1992188,-8192.4804688
630,631,大豆,3, ,20598.6992188,-8079.9199219
631,632,大豆,3, ,20615.5996094,-7699.1098633
632,633,大豆,3, ,21182.0996094,-7110.0600586
633,634,大豆,3, ,22497.0996094,-7018.1401367
634,635,大豆,3, ,20859.4003906,-8470.1201172
635,636,大豆,3, ,22198.9003906,-6828.6699219
636,637,大豆,3, ,21394.0996094,-7106.3100586
637,638,大豆,3, ,21949.4003906,-6427.2202148
638,639,大豆,3, ,21305.9003906,-6063.2900391
639,640,大豆,3, ,20681.1992188,-5476.1201172
640,641,大豆,3, ,20050.9003906,-5284.7797852
641,642,大豆,3, ,19979.5996094,-5264.1401367
642,643,大豆,3, ,19908.3007813,-5296.0297852
643,644,大豆,3, ,19865.1992188,-5538.0297852
644,645,大豆,3, ,19925.1992188,-5710.6098633
645,646,大豆,3, ,20606.1992188,-6400.9599609
646,647,大豆,3, ,20206.5996094,-6693.6098633
647,648,大豆,3, ,20133.5000000,-6733.0000000
648,649,大豆,3, ,20570.5996094,-5359.8100586
649,650,大豆,3, ,20424.1992188,-5404.8398438
650,651,大豆,3, ,20332.3007813,-5294.1601563
651,652,大豆,3, ,20217.9003906,-5277.2700195
652,653,大豆,3, ,20240.4003906,-5320.4199219
653,654,大豆,3, ,19756.4003906,-5644.9599609
654,655,大豆,3, ,19401.8007813,-5830.6699219
655,656,大豆,3, ,19445.0000000,-5464.8701172
656,657,大豆,3, ,19208.5996094,-5417.9702148
657,658,大豆,3, ,18855.9003906,-5284.7797852
658,659,大豆,3, ,18985.4003906,-5264.1401367
659,660,大豆,3, ,18670.1992188,-6262.1401367
660,661,大豆,3, ,18454.5000000,-6427.2202148
661,662,大豆,3, ,18908.5000000,-6800.5297852
662,663,大豆,3, ,18891.5996094,-6536.0297852
663,664,大豆,3, ,18801.5000000,-6811.7900391
664,665,大豆,3, ,19589.4003906,-5969.4902344
665,666,大豆,3, ,19615.6992188,-5881.3198242
666,667,大豆,3, ,18762.0996094,-3883.4499512
667,668,大豆,3, ,18649.5996094,-4448.1098633
668,669,大豆,3, ,18824.0996094,-4466.8701172
669,670,大豆,3, ,18484.5000000,-4969.6201172
670,671,大豆,3, ,17987.4003906,-4204.2402344
671,672,大豆,3, ,19945.9003906,-4900.2099609
672,673,大豆,3, ,20129.6992188,-4845.8100586
673,674,大豆,3, ,20150.3007813,-5055.9101563
674,675,大豆,3, ,19679.5000000,-5189.1000977
675,676,大豆,3, ,19520.0000000,-4979.0000000
676,677,大豆,3, ,18886.0000000,-4271.7700195
677,678,大豆,3, ,18713.4003906,-4502.5097656
678,679,大豆,3, ,17094.4003906,-3172.4699707
679,680,大豆,3, ,16651.6992188,-3219.3701172
680,681,大豆,3, ,16162.0996094,-3667.7199707
681,682,大豆,3, ,16533.5000000,-3305.6599121
682,683,大豆,3, ,17253.9003906,-3793.4099121
683,684,大豆,3, ,17090.6992188,-3585.1799316
684,685,大豆,3, ,17250.0996094,-3500.7600098
685,686,大豆,3, ,17976.0996094,-3170.5900879
686,687,大豆,3, ,18154.3007813,-2885.4499512
687,688,大豆,3, ,17921.6992188,-2960.4899902
688,689,大豆,3, ,18265.0000000,-3506.3898926
689,690,大豆,3, ,18079.3007813,-3450.1101074
690,691,大豆,3, ,17766.0000000,-3693.9799805
691,692,大豆,3, ,17736.0000000,-3707.1101074
692,693,大豆,3, ,17593.4003906,-3855.3100586
693,694,大豆,3, ,17252.0000000,-3335.6799316
694,695,大豆,3, ,15383.5996094,-2994.2600098
695,696,大豆,3, ,15276.7001953,-2744.7600098
696,697,大豆,3, ,15657.5000000,-2555.2900391
697,698,大豆,3, ,14995.2998047,-2260.7600098
698,699,大豆,3, ,14372.5000000,-2341.4299316
699,700,大豆,3, ,14057.2998047,-2437.1000977
700,701,大豆,3, ,13749.5996094,-2358.3100586
701,702,大豆,3, ,13837.7998047,-2354.5600586
702,703,大豆,3, ,13894.0996094,-2247.6298828
703,704,大豆,3, ,13924.0996094,-2726.0000000
704,705,大豆,3, ,13834.0996094,-2720.3701172
705,706,大豆,3, ,14186.7001953,-3519.5200195
706,707,大豆,3, ,14175.5000000,-3588.9299316
707,708,大豆,3, ,14863.9003906,-3337.5500488
708,709,大豆,3, ,14918.2998047,-3339.4299316
709,710,大豆,3, ,15460.5000000,-3078.6699219
710,711,大豆,3, ,15775.7001953,-3900.3300781
711,712,大豆,3, ,15588.0996094,-3821.5400391
712,713,大豆,3, ,15055.2998047,-3922.8400879
713,714,大豆,3, ,14623.7998047,-3474.5000000
714,715,大豆,3, ,14531.9003906,-3054.2900391
715,716,大豆,3, ,12867.9003906,-1262.7600098
716,717,大豆,3, ,13526.4003906,-1407.2099609
717,718,大豆,3, ,13190.5996094,-1816.1700439
718,719,大豆,3, ,12999.2998047,-1639.8299561
719,720,大豆,3, ,13153.0996094,-1484.1199951
720,721,大豆,3, ,12357.7001953,-1684.8499756
721,722,大豆,3, ,12209.5000000,-1566.6700439
722,723,大豆,3, ,12556.5000000,-1570.4200439
723,724,大豆,3, ,13434.5000000,-2341.4299316
724,725,玉米,3, ,17048.1992188,-5622.8100586
725,726,玉米,3, ,16938.3007813,-5634.3701172
726,727,玉米,3, ,15608.5996094,-5896.4702148
727,728,玉米,3, ,16107.7001953,-6233.7299805
728,729,玉米,3, ,15737.7001953,-6522.7998047
729,730,玉米,3, ,15334.9003906,-7106.7402344
730,731,玉米,3, ,15182.5996094,-6570.9799805
731,732,玉米,3, ,15192.2998047,-6052.5698242
732,733,玉米,3, ,15317.5000000,-5645.9301758
733,734,玉米,3, ,16240.7001953,-7222.3701172
734,735,玉米,3, ,17102.0996094,-7299.4599609
735,736,玉米,3, ,17163.8007813,-6439.9301758
736,737,玉米,3, ,17470.1992188,-5742.2900391
737,738,玉米,3, ,18769.0996094,-5792.3999023
738,739,玉米,3, ,18609.1992188,-6890.8999023
739,740,玉米,3, ,14384.7998047,-5973.5498047
740,741,玉米,3, ,15024.5996094,-6738.6499023
741,742,玉米,3, ,14637.2998047,-7230.0800781
742,743,玉米,3, ,14257.5996094,-7513.3798828
743,744,玉米,3, ,14122.7001953,-7808.2402344
744,745,玉米,3, ,15714.5000000,-7673.3300781
745,746,玉米,3, ,15739.5996094,-7773.5498047
746,747,玉米,3, ,13820.0996094,-7785.1098633
747,748,玉米,3, ,13548.4003906,-7945.0698242
748,749,玉米,3, ,13544.5000000,-7014.2402344
749,750,玉米,3, ,13120.5996094,-7176.1201172
750,751,玉米,3, ,13093.5996094,-7902.6699219
751,752,玉米,3, ,13178.4003906,-8087.6801758
752,753,玉米,3, ,13677.5000000,-9066.6904297
753,754,玉米,3, ,13710.2998047,-8983.8203125
754,755,玉米,3, ,13324.7998047,-8609.9501953
755,756,玉米,3, ,15724.5000000,-2805.8898926
756,757,玉米,3, ,16246.2001953,-2512.1398926
757,758,玉米,3, ,16253.2001953,-2573.2399902
758,759,玉米,3, ,16586.9003906,-2589.6899414
759,760,玉米,3, ,16699.6992188,-2549.7399902
760,761,玉米,3, ,16128.7001953,-3243.0100098
761,762,玉米,3, ,16210.9003906,-3574.3601074
762,763,玉米,3, ,16384.8007813,-3456.8601074
763,764,玉米,3, ,16584.5996094,-3362.8601074
764,765,玉米,3, ,15151.0996094,-3872.8200684
765,766,玉米,3, ,14944.2001953,-3846.9699707
766,767,玉米,3, ,14558.7998047,-3729.4699707
767,768,玉米,3, ,14382.5996094,-3651.9199219
768,769,玉米,3, ,14953.5996094,-3163.1000977
769,770,玉米,3, ,14970.0996094,-3031.5000000
770,771,玉米,3, ,15249.7998047,-2495.6899414
771,772,玉米,3, ,14970.0996094,-2413.4399414
772,773,玉米,3, ,19052.0996094,-3579.0600586
773,774,玉米,3, ,19291.9003906,-3325.2600098
774,775,玉米,3, ,19407.0000000,-3029.1499023
775,776,玉米,3, ,18662.0000000,-3116.1000977
776,777,玉米,3, ,18843.0000000,-2982.1499023
777,778,玉米,3, ,18958.0996094,-3268.8601074
778,779,玉米,3, ,19113.3007813,-3435.7099609
779,780,玉米,3, ,18880.5996094,-3931.5700684
780,781,玉米,3, ,19165.0000000,-3959.7700195
781,782,玉米,3, ,19287.1992188,-4218.2797852
782,783,玉米,3, ,18732.5000000,-4432.1298828
783,784,玉米,3, ,17985.1992188,-4138.3798828
784,785,玉米,3, ,17825.4003906,-3362.8601074
785,786,玉米,3, ,17181.5000000,-3731.8200684
786,787,玉米,3, ,17007.5996094,-3454.5100098
787,788,玉米,3, ,17315.5000000,-3282.9599609
788,789,玉米,3, ,19808.9003906,-2380.5300293
789,790,玉米,3, ,19402.3007813,-2375.8300781
790,791,玉米,3, ,17926.5000000,-2053.8798828
791,792,玉米,3, ,17440.0000000,-2028.0300293
792,793,玉米,3, ,16824.3007813,-2220.7299805
793,794,玉米,3, ,16415.4003906,-2192.5300293
794,795,玉米,3, ,14645.7998047,-2697.7900391
795,796,玉米,3, ,14368.5000000,-1099.7500000
796,797,玉米,3, ,14622.2998047,-1473.4100342
797,798,玉米,3, ,14058.2998047,-1144.4000244
798,799,玉米,3, ,13393.2001953,-1722.5200195
799,800,玉米,3, ,13555.4003906,-2208.9799805
800,801,玉米,3, ,13546.0000000,-3008.0000000
801,802,玉米,3, ,12808.0000000,-2528.5900879
802,803,玉米,3, ,12453.2001953,-2347.6298828
803,804,玉米,3, ,11203.0000000,-2949.2500000
804,805,玉米,3, ,11724.7001953,-2892.8500977
805,806,玉米,3, ,12084.2001953,-3290.0100098
806,807,玉米,3, ,11090.2001953,-3367.5600586
807,808,玉米,3, ,11017.2998047,-3240.6599121
808,809,玉米,3, ,10272.2998047,-2502.7399902
809,810,玉米,3, ,11304.0000000,-2258.3300781
810,811,玉米,3, ,10154.7998047,-3184.2500000
811,812,玉米,3, ,10072.5996094,-3167.8000488
812,813,玉米,3, ,9358.1601563,-3402.8100586
813,814,玉米,3, ,7727.2202148,-3705.9699707
814,815,玉米,3, ,7731.9199219,-3908.0700684
815,816,大豆,3, ,15213.0000000,-4807.1298828
816,817,大豆,3, ,15169.2998047,-4716.7202148
817,818,大豆,3, ,13734.2998047,-4807.1298828
818,819,大豆,3, ,13506.7998047,-3649.2800293
819,820,大豆,3, ,13503.9003906,-3424.7099609
820,821,大豆,3, ,12967.2998047,-3375.1298828
821,822,大豆,3, ,12885.5996094,-4209.2500000
822,823,大豆,3, ,12911.9003906,-4136.3398438
823,824,大豆,3, ,14192.2001953,-5921.2402344
824,825,大豆,3, ,14594.7001953,-5842.5000000
825,826,大豆,3, ,14918.4003906,-4754.6401367
826,827,大豆,3, ,12757.2998047,-4293.8300781
827,828,玉米,3, ,13775.2001953,-4757.5498047
828,829,玉米,3, ,13136.4003906,-4728.3901367
829,830,玉米,3, ,13107.2998047,-4162.5800781
830,831,玉米,3, ,13340.5996094,-3585.1101074
831,832,玉米,3, ,13060.5996094,-3310.9599609
832,833,玉米,3, ,13337.7001953,-5017.1201172
833,834,玉米,3, ,13022.7001953,-4982.1298828
834,835,玉米,3, ,12637.7001953,-4763.3901367
835,836,玉米,3, ,15493.0000000,-5597.5097656
836,837,玉米,3, ,14501.4003906,-5947.4902344
837,838,玉米,3, ,18026.0000000,-8498.5302734
838,839,玉米,3, ,17897.0000000,-8441.1904297
839,840,玉米,3, ,17942.4003906,-9124.4599609
840,841,玉米,3, ,18511.0000000,-8412.5195313
841,842,玉米,3, ,17354.6992188,-7299.2299805
842,843,玉米,3, ,16437.3007813,-7800.9301758
843,844,玉米,3, ,16002.5000000,-7667.1401367
844,845,玉米,3, ,17877.9003906,-7994.4399414
845,846,玉米,3, ,18253.0000000,-8104.3398438
846,847,玉米,3, ,17980.5996094,-9119.6796875
847,848,玉米,3, ,16205.5996094,-9153.1201172
848,849,玉米,3, ,15794.7001953,-9516.2597656
849,850,玉米,3, ,15964.2998047,-9525.8095703
850,851,玉米,3, ,16664.3007813,-8866.4404297
851,852,玉米,3, ,17046.5000000,-8078.0600586
852,853,玉米,3, ,17808.5996094,-8579.7500000
853,854,玉米,3, ,17268.6992188,-8854.4902344
854,855,玉米,3, ,17025.0000000,-7337.4599609
855,856,玉米,3, ,16126.7001953,-7327.8999023
856,857,玉米,3, ,15892.5996094,-7602.6401367
857,858,大豆,3, ,13459.0996094,-7487.9599609
858,859,大豆,3, ,13815.9003906,-7922.4399414
859,860,大豆,3, ,12864.5000000,-7210.4599609
860,861,大豆,3, ,12085.9003906,-7362.6899414
861,862,大豆,3, ,12399.9003906,-7489.5400391
862,863,大豆,3, ,12742.4003906,-7854.2500000
863,864,大豆,3, ,12801.0000000,-7733.7402344
864,865,大豆,3, ,12823.2001953,-7584.6801758
865,866,大豆,3, ,13034.0996094,-7616.3999023
866,867,大豆,3, ,13191.0996094,-7248.5200195
867,868,大豆,3, ,13563.7998047,-6737.9199219
868,869,大豆,3, ,12883.5000000,-7890.7202148
869,870,大豆,3, ,12750.2998047,-8020.7500000
870,871,大豆,3, ,12169.9003906,-7622.7402344
871,872,大豆,3, ,12637.7001953,-6533.3701172
872,873,大豆,3, ,12520.4003906,-6674.4902344
873,874,大豆,3, ,12601.2001953,-8138.0898438
874,875,大豆,3, ,12355.5000000,-8685.1601563
875,876,大豆,3, ,12326.9003906,-8409.2500000
876,877,大豆,3, ,11564.2001953,-8088.9301758
877,878,大豆,3, ,12184.2001953,-8856.4101563
878,879,大豆,3, ,13338.5996094,-9519.2304688
879,880,大豆,3, ,13135.5996094,-9341.6298828
880,881,大豆,3, ,13100.7001953,-8788.2304688
881,882,大豆,3, ,13194.2998047,-8662.9599609
882,883,大豆,3, ,11269.2998047,-8661.3701172
883,884,大豆,3, ,11830.5996094,-7897.0600586
884,885,大豆,3, ,11083.7001953,-8042.9501953
885,886,大豆,3, ,10871.2998047,-7830.4702148
886,887,大豆,3, ,10646.0996094,-7411.8398438
887,888,大豆,3, ,10283.0000000,-7486.3701172
888,889,大豆,3, ,9892.8798828,-8368.0195313
889,890,大豆,3, ,10528.7001953,-7728.9799805
890,891,大豆,3, ,11050.4003906,-7871.6899414
891,892,大豆,3, ,11102.7998047,-8911.9101563
892,893,大豆,3, ,11239.0996094,-9463.7304688
893,894,大豆,3, ,12314.2001953,-10047.2998047
894,895,大豆,3, ,13384.5996094,-9481.1699219
895,896,大豆,3, ,13628.7998047,-9046.6904297
896,897,大豆,3, ,13559.0000000,-8929.3496094
897,898,大豆,3, ,13251.4003906,-9110.1201172
898,899,大豆,3, ,13165.7998047,-8800.9101563
899,900,大豆,3, ,13346.5000000,-9581.0703125
900,901,大豆,3, ,13815.9003906,-9825.2695313
901,902,大豆,3, ,12677.4003906,-10261.2998047
902,903,大豆,3, ,13279.9003906,-11141.4003906
903,904,大豆,3, ,12171.5000000,-10521.4003906
904,905,大豆,3, ,12331.7001953,-10437.2998047
905,906,大豆,3, ,11553.0996094,-10643.5000000
906,907,大豆,3, ,11711.7001953,-10967.0000000
907,908,大豆,3, ,12154.0996094,-10849.5996094
908,909,玉米,3, ,11776.9003906,-9707.3496094
909,910,玉米,3, ,12133.0996094,-9281.2802734
910,911,玉米,3, ,10795.2001953,-9669.8603516
911,912,玉米,3, ,11522.9003906,-9884.5898438
912,913,玉米,3, ,12421.0996094,-10556.0996094
913,914,玉米,3, ,12531.9003906,-10518.5996094
914,915,玉米,3, ,11603.0000000,-9601.6904297
915,916,玉米,3, ,10837.7998047,-10208.4003906
916,917,玉米,3, ,13395.9003906,-10314.0996094
917,918,玉米,3, ,13508.4003906,-9884.5898438
918,919,玉米,3, ,13140.2998047,-9731.2099609
919,920,玉米,3, ,13259.5996094,-9390.3603516
920,921,玉米,3, ,13063.5996094,-10002.2001953
921,922,玉米,3, ,13024.4003906,-9761.8896484
922,923,玉米,3, ,12733.0000000,-9450.0097656
923,924,玉米,3, ,12310.2998047,-10808.2998047
924,925,玉米,3, ,12206.4003906,-10653.2001953
925,926,玉米,3, ,11892.7998047,-10641.2998047
926,927,玉米,3, ,14406.5996094,-10649.7998047
927,928,玉米,3, ,14813.9003906,-11282.0996094
928,929,玉米,3, ,15120.5996094,-10075.5000000
929,930,玉米,3, ,14096.4003906,-10160.7001953
930,931,玉米,3, ,15790.4003906,-11159.4003906
931,932,玉米,3, ,14648.5996094,-11750.7998047
932,933,玉米,3, ,14243.0000000,-11324.7001953
933,934,玉米,3, ,14496.9003906,-12072.9003906
934,935,大豆,3, ,11925.7001953,-666.1870117
935,936,大豆,3, ,11714.9003906,-413.8139954
936,937,大豆,3, ,10701.9003906,-119.1269989
937,938,大豆,3, ,11156.2001953,-263.4010010
938,939,大豆,3, ,13783.7998047,-1052.3000488
939,940,大豆,3, ,12626.5000000,-1868.8299561
940,941,大豆,3, ,13547.4003906,-2341.5600586
941,942,大豆,3, ,13817.5996094,-2224.9099121
942,943,大豆,3, ,11352.5996094,-1350.0600586
943,944,大豆,3, ,11131.5996094,-1129.0400391
944,945,大豆,3, ,10677.2998047,-2145.1000977
945,946,大豆,3, ,10579.0996094,-2264.8200684
946,947,大豆,3, ,10594.4003906,-2369.1899414
947,948,大豆,3, ,10536.0996094,-2525.7399902
948,949,大豆,3, ,11334.2001953,-1782.8800049
949,950,大豆,3, ,11088.5996094,-1838.1400146
950,951,大豆,3, ,13789.9003906,-708.5020142
951,952,大豆,3, ,13139.2001953,-751.4769897
952,953,大豆,3, ,12298.0996094,-742.2680054
953,954,大豆,3, ,11834.5996094,-951.0050049
954,955,大豆,3, ,13476.7998047,-1865.7600098
955,956,大豆,3, ,13661.0000000,-1795.1600342
956,957,大豆,3, ,12964.2001953,-2126.6799316
957,958,大豆,3, ,11441.7001953,-1881.1099854
958,959,大豆,3, ,11908.2001953,-343.2120056
959,960,玉米,3, ,11788.5000000,-539.6699829
960,961,玉米,3, ,10775.5000000,-263.4010010
961,962,玉米,3, ,13869.7998047,-238.8439941
962,963,玉米,3, ,14087.7001953,-1027.7500000
963,964,玉米,3, ,12777.0000000,-1337.7800293
964,965,玉米,3, ,11656.5000000,-1119.8399658
965,966,玉米,3, ,11776.2001953,-849.7059937
966,967,玉米,3, ,11143.9003906,-1445.2199707
967,968,玉米,3, ,11048.7001953,-1408.3800049
968,969,玉米,3, ,10821.5996094,-1251.8299561
969,970,玉米,3, ,11008.7998047,-2169.6599121
970,971,玉米,3, ,11205.2998047,-2412.1599121
971,972,玉米,3, ,12623.5000000,-2191.1499023
972,973,玉米,3, ,12255.0996094,-2415.2299805
973,974,玉米,3, ,12399.4003906,-2421.3701172
974,975,玉米,3, ,13433.9003906,-2074.5000000
975,976,玉米,3, ,13667.2001953,-647.1079712
976,977,玉米,3, ,13504.5000000,-349.3510132
977,978,玉米,3, ,11469.2998047,-1036.9599609
978,979,玉米,3, ,11690.2998047,-1199.6500244
979,980,玉米,3, ,11905.2001953,-2053.0100098
980,981,玉米,3, ,12024.9003906,-1865.7600098
981,982,玉米,3, ,11708.7001953,-2071.4299316
982,983,大豆,3, ,12076.4003906,-3256.4899902
983,984,大豆,3, ,13129.0996094,-2739.3898926
984,985,大豆,3, ,13181.9003906,-3132.4899902
985,986,大豆,3, ,13168.7001953,-3172.0700684
986,987,大豆,3, ,12284.9003906,-4699.6401367
987,988,大豆,3, ,11717.5996094,-4459.5498047
988,989,大豆,3, ,11298.0996094,-4253.7700195
989,990,大豆,3, ,10928.7998047,-3612.6599121
990,991,大豆,3, ,10620.0996094,-3612.6599121
991,992,大豆,3, ,10662.2998047,-2971.5600586
992,993,大豆,3, ,10733.5996094,-2422.7900391
993,994,大豆,3, ,11751.9003906,-3182.6201172
994,995,大豆,3, ,11593.5996094,-3108.7500000
995,996,大豆,3, ,10870.7001953,-2897.6899414
996,997,大豆,3, ,10145.2001953,-3340.9199219
997,998,大豆,3, ,11781.0000000,-4211.5498047
998,999,大豆,3, ,11881.2001953,-3557.2600098
999,1000,大豆,3, ,11810.0000000,-3578.3601074
1000,1001,大豆,3, ,11414.2001953,-2443.8999023
1001,1002,大豆,3, ,11153.0000000,-2765.7700195
1002,1003,大豆,3, ,10810.0996094,-2916.1499023
1003,1004,大豆,3, ,10828.5000000,-2375.3000488
1004,1005,大豆,3, ,10733.5996094,-2341.0100098
1005,1006,大豆,3, ,10174.2001953,-4784.0600586
1006,1007,大豆,3, ,10271.9003906,-4818.3598633
1007,1008,大豆,3, ,12870.5996094,-4514.9599609
1008,1009,大豆,3, ,12717.5000000,-4591.4702148
1009,1010,大豆,3, ,12147.7001953,-3691.8100586
1010,1011,大豆,3, ,12166.0996094,-3343.5600586
1011,1012,大豆,3, ,11509.2001953,-3644.3200684
1012,1013,大豆,3, ,11411.5996094,-3939.8100586
1013,1014,大豆,3, ,11973.5000000,-3293.4299316
1014,1015,大豆,3, ,11313.2998047,-4131.3100586
1015,1016,大豆,3, ,10053.5996094,-4402.6801758
1016,1017,大豆,3, ,10095.9003906,-4201.0200195
1017,1018,大豆,3, ,10835.2998047,-5010.1601563
1018,1019,大豆,3, ,10203.0000000,-5378.6298828
1019,1020,大豆,3, ,11993.0000000,-5918.8798828
1020,1021,大豆,3, ,12169.7998047,-5637.5498047
1021,1022,大豆,3, ,12127.5000000,-5408.5000000
1022,1023,大豆,3, ,11871.0000000,-5035.0498047
1023,1024,大豆,3, ,11871.0000000,-5119.7001953
1024,1025,大豆,3, ,11796.2998047,-5356.2202148
1025,1026,大豆,3, ,11490.0996094,-4387.7402344
1026,1027,大豆,3, ,12710.0000000,-4721.3598633
1027,1028,大豆,3, ,12087.5996094,-5963.7001953
1028,1029,大豆,3, ,10108.4003906,-6439.2202148
1029,1030,大豆,3, ,9981.3798828,-5804.3598633
1030,1031,大豆,3, ,10038.5996094,-5082.3598633
1031,1032,大豆,3, ,6897.5000000,-5130.7500000
